ID,Last,First,Play debut,Mgr debut,Coach debut,Ump debut
erarg101,"Erardi","Greg",09/06/1977,,,
eraue101,"Erautt","Eddie",04/16/1947,,,
erauj101,"Erautt","Joe",05/09/1950,,,
erdot001,"Erdos","Todd",06/08/1997,,,
ericj001,"Ericks","John",06/24/1995,,,
ericd101,"Erickson","Don",09/01/1958,,,
erice101,"Erickson","Eric",10/06/1914,,,
erich102,"Erickson","Hal",04/14/1953,,,
erich101,"Erickson","Hank",04/17/1935,,,
ericm001,"Erickson","Matt",07/09/2004,,,
ericp101,"Erickson","Paul",04/17/1941,,,
ericr102,"Erickson","Ralph",09/11/1929,,,
ericr101,"Erickson","Roger",04/06/1978,,,
erics001,"Erickson","Scott",06/25/1990,,,
erlir001,"Erlin","Robbie",04/30/2013,,,
ermec101,"Ermer","Cal",09/26/1947,6/9/1967,04/10/1962,
ernaf101,"Ernaga","Frank",05/24/1957,,,
errid101,"Errickson","Dick",04/27/1938,,,
erskc101,"Erskine","Carl",07/25/1948,,,
erstd001,"Erstad","Darin",06/14/1996,,,
ervip001,"Ervin","Phillip",04/22/2017,,,
erwit101,"Erwin","Tex",08/26/1907,,,
esasn001,"Esasky","Nick",06/19/1983,,,
escan101,"Escalera","Nino",04/17/1954,,,
escae001,"Escalona","Edgmer",09/10/2010,,,
escaf001,"Escalona","Felix",04/04/2002,,,
escas001,"Escalona","Sergio",05/17/2009,,,
escac101,"Escarrega","Chico",04/26/1982,,,
eschj001,"Esch","Jake",08/31/2016,,,
eschj101,"Eschen","Jim",07/10/1915,,,
eschl101,"Eschen","Larry",06/16/1942,,,
escoa003,"Escobar","Alcides",09/03/2008,,,
escoa002,"Escobar","Alex",05/08/2001,,,
escoa001,"Escobar","Angel",05/17/1988,,,
escoe001,"Escobar","Eduardo",09/02/2011,,,
escoe002,"Escobar","Edwin",08/27/2014,,,
escoj001,"Escobar","Jose",04/13/1991,,,
escok001,"Escobar","Kelvim",06/29/1997,,,
escoy001,"Escobar","Yunel",06/02/2007,,,
eshev001,"Eshelman","Vaughn",05/02/1995,,,
esmoj101,"Esmond","Jimmy",04/20/1911,,,
esped101,"Esper","Duke",04/18/1890,,,
espig001,"Espineli","Geno",07/20/2008,,,
espij001,"Espino","Juan",06/25/1982,,,
espip001,"Espino","Paolo",05/19/2017,,,
espin101,"Espinosa","Nino",09/13/1974,,,
espid001,"Espinosa","Danny",09/01/2010,,,
espia001,"Espinoza","Alvaro",09/14/1984,,,
espob001,"Esposito","Brian",06/02/2007,,,
espom001,"Esposito","Mike",09/21/2005,,,
espos101,"Esposito","Sammy",09/28/1952,,,
espyc001,"Espy","Cecil",09/02/1983,,,
essec101,"Essegian","Chuck",04/15/1958,,,
essem101,"Esser","Mark",04/22/1979,,,
essij001,"Essian","Jim",09/15/1973,5/22/1991,,
essib101,"Essick","Bill",09/12/1906,,,
estab001,"Estalella","Bobby",09/17/1996,,,
estab101,"Estalella","Bobby",09/07/1935,,,
ested102,"Estelle","Dick",09/04/1964,,,
ested101,"Esterbrook","Dude",05/01/1880,04/17/1889,,
estes001,"Estes","Shawn",09/16/1995,,,
estec001,"Estevez","Carlos",04/23/2016,,,
estog101,"Estock","George",04/21/1951,,,
